"Ref","OND_Node_Title","tlahtolli","IDIEZ gramática","IDIEZ def. náhuatl","IDIEZ def. español","SShort_IDIEZ","IDIEZ traduc. inglés","IDIEZ morfología","Credit"
"WHP-208679","huihuitla.","huihuitla.","tlach1.","nic. Macehualli quiquixtilia iihuiyo tototl zo piyo quemman mictocca. “Quemman noma quimictia piyo nochocho quihuihuitla, quitehtequi huan quimana. ” ","","","to deplume a chicken or bird.","","IDIEZ"
"WHP-208680","cualolochoca.","cualolochoca.","tlach1.","ni. Macehualli xixitlaca pan cuahuitl quemman xolontoc. “Na nicualolochocac quemman nictequiyaya cocah huahcapan huan nicapanico tlalchi. ”","","","for a person to slip around while on wet wood.","cuatl, lolochoca.","IDIEZ"
"WHP-208681","āmomolotza.","āmomolotza.","tlach2.","ni. Macehualli quimaquilia chicahuac atl quemman mahuiltia zo quemman axhueli ahqui. “Francisco quemman ihuintiyaya yahqui hueyi atl; quinequiyaya maltiz huan zan peuhqui amomolotza. ”","","","to splash water while playing.","ātl, momolotza.","IDIEZ"
"WHP-208682","tzatzalaca.","tzatzalaca.","tlach1.","Pipilolli zo coztli yehyectzin pepetlaca. “Sabina ipipilol ayoctzatzalaca pampa tlahuel huahcapatl. ”","","","for s.t. to shine.","tzalāni (tlaomp. )","IDIEZ"
"WHP-208683","tēmpozōni.","tēmpozōni.","tlach2.","ni. Macehualli, tecuani zo tlapiyalli quiza itenno ichahcauh pozoctic pampa quicuahqui ce tlamantli tlen axcualli. “Nomizton tempozoni; hueliz quicuahqui quimichpahtli”. ","","","for foam to issue from a person or an animal’s mouth.","tēntli, pozōni.","IDIEZ"
"WHP-208684","falzoh.","falzoh.","tlat.","Ce tlamantli cuapuertah tlachihchihualli ica alampreh huan cuahuitl. “Idalia itotatah ihtlacauhqui ifalzoh pampa tlahuel zozolticca nopa alampreh. ”","","","a type of door made with wire and sticks.","","IDIEZ"
"WHP-208685","tlalochōntoc.","tlalochōntoc.","","Xiquitta TLALONCHŌNI. ","","","See TLALONCHŌNI.","","IDIEZ"
"WHP-208686","huahuapaca.","huahuapaca.","tlach1.","Caquizti tlitl quemman tomontoc. “Huahuapaca tlitl huan tlachixtoc ica campa quimati huallaz ce acahya paxaloqui. ”","","","for a fire to crackle.","huapāhui (tlaomp. )","IDIEZ"
"WHP-208687","īxtlapāni.","īxtlapāni.","tlach2.","Moxeloa ce tlamantli iixco. “Mocuezoa Manuel pampa ixtlapani icuamezah tlen quicouhqui yalhuaya. ”","","","to crack.","īxtli, tlapāni.","IDIEZ"
"WHP-208688","tliquīza.","tliquīza.","tlach2.","ni. Macehualli quicocoa ce achi itlacayo campa motectoc zo lichintoc, zo quemman cocozmiqui. “Josefa tliquiza iicxi campa quitecqui tetl huan pehua temalihui. ”","","","for a part of one’s body to have a burning sensation due to a cut, an abrasion or to having consumed chilli.","tlitl, quīza.","IDIEZ"
"WHP-208689","tlayohuaya.","tlayohuaya.","quen.","Huetztiyohua tonatiuh. “Quemman ihhuiya Chicon Julio ahcico ichan neltlayohuaya pampa nehnetihualqui. ”","","","in the afternoon.","tlayohua, ya3.","IDIEZ"
"WHP-208690","īxtrōnquetza.","īxtrōnquetza.","tlach2.","nic. /nimo. Macehualli quihuihtzontequetza ce acahya, ce tlapiyalli zo ce tlamantli. “Tetahtzin quemman quimictia piyo nochipan quiixtronquetza para ma quiza iezzo. ”","","","to turn s.o., an animal or s.t. upside down.","īxtli, trōn??, quetza","IDIEZ"
"WHP-208691","tzontetomitl.","tzontetomitl.","tlat.","Ce tlamantli tlachihualli ica yoyomitl zo ica ichcatl; quitequihuia macehualli pan quitlaliz itzontecon quemman cochi. “Notonanan quincualtlalia miac tzontetomitl huan yainon quinmaca notlayihuan quemman conpaxaloah huan toniliah. ”","","","pillow.","tzontetoniā (tlachiuhtli).","IDIEZ"
"WHP-208692","ihtomi.","ihtomi.","tlach2.","Xitomi mecatl, lazoh, iloh zo tlamantli tlen ilpitoc. “Ihtonqui lazoh tlen ica nicalilpihtoya pampa tlahuel alaxtic. ”","#una persona deshacer a alguien o un animal domestico y silveste o una cosa que esta amarrado”alejandro desata    a su  hermano por que  esta bien amarrado en ese arbol","","for s.t. tied to become untied.","ih, tomi.","IDIEZ"
"WHP-208693","totopotzhuiliā.","totopotzhuiliā.","tlach3.","nic. Macehualli quiihixmelahuilia ceyoc ce tlamantli tlen quiihyotentoc. “Jaime quitotopotzhuilih bombah imachicniuh tlen quicohuihtoya itionan. ”","","","to burst many inflated things that belong to s.o. else.","totopotza, huiliā2.","IDIEZ"
"WHP-208694","totomotzhuiliā.","totomotzhuiliā.","tlach3.","nic. macehualli quitlicuiltilia ceyoc itepozcacalach, itepoztotouh zo itepoz tlen ica cuatehtequi huan caquizti chicahuac. “Santos quitotomotzhuilia itepoz Andres tlen ica cuatehtequi pampa ayicanah tlahuel quiixmati. ”","","","to start up a car, an airplane or a chainsaw for s.o.","totomotza, huiliā2.","IDIEZ"
"WHP-208695","cīlihui.","cīlihui.","tlach2.","Tzatzayaca yoyomitl, amatl zo ce tlamantli. “Jose iamauh nelciliuhtoc pampa quitlaltoya tlapan huan tlanqui quitzatzayatzah quimichimeh. ”","","","for s.t. to be torn up.","cīlli, ihui2.","IDIEZ"
"WHP-208696","cihcīlihui.","cihcīlihui.","tlach2.","Tlami tzatzayaca yoyomitl, amatl zo ce tlamantli. “Ofelia icoton cihciliuhqui pampa quipampanoc ce chicahuac ehecatl campa quipatlauhtoya. ”","","","for s.t. to get completely ripped up.","cīlihui (tlaomp. )","IDIEZ"
"WHP-208697","cihcīloā.","cihcīloā.","tlach3.","nic. Macehualli, tecuani zo tlapiyalli quitehtequi miac hueltah ce tlamantli huan eli neltzatzayactic. “Moborroh tlanqui quicihciloa nopantalon pampa quihuicac ehecatl nechca campa ilpitoc. ” ","# tla. El cilantro empieza a salir su flor y nacen chiquitos sus hojas porque ya están grandes. “Cuando  mi papá tiraba la semilla del cilantro empieza salir su flor cuando ya terminan de crecer”","","to tear s.t. up completely.","cīloā (tlaomp. )","IDIEZ"
"WHP-208698","tlatzīntlayohua.","tlatzīntlayohua.","tlach2.","Tlachachapalco nochi ica pampa axoncah tlahuilli yon metztli. “Neltlatzintlayohua campa nicochi pampa ayicanah quitlaliah tlahuilli. ”","# En las ollas donde no alumbra ni el sol ni la luna. “cuando oscurece se utiliza mucho la lámpara y las velas.”","","to become dark.","tla6, tzīntlayohua.","IDIEZ"
"WHP-208699","tlatlayohuiliā.","tlatlayohuiliā.","tlach3.","ni. Macehualli mocuapa ichann neltlayohuatoc quemman tlami quichihua ce tequitl zo quemman yohui ce canahya. “Martin tlatlayohuilih quemman ihhuiya tianquiz pampa tlaonic. ”","","","to return home very late at night after completing a task or going somewhere.","tlatlayohua, liā2.","IDIEZ"
"WHP-208700","tzīntlayohuiliā2.","tzīntlayohuiliā2.","tlach3.","nic. 1. Macehualli quicehuilia tlahuilli ce acahya. “Nictzintlayohuilia noicniuh pampa nicnequiya ma cochi. ” 2. Macehualli quitzacuilhuilia tlahuilli ce acahya ica itlacayo. “ʻEster, axcanah xictzintlayohuili monanan pampa tlahtzoma huan axquiitta. ”","# Persona le apaga la luz a otro cuando hace una cosa otro lado. “Esther no le apagues la luz a mi mama porque esta bordando y no ve.”","","1. to turn off the light for s.o. 2. to block light from shining on s.o. with one’s body.","tzīntlayohua, liā2.","IDIEZ"
"WHP-208701","īxtzīntlayohuīltiā.","īxtzīntlayohuīltiā.","tlach3.","nic. Macehualli quicehuilia tlahuilli ce acahya zo quitzacuilia ica itlacayo. “Quemman nonanan quitlatlamaniyaya icoton nopa na niquixtzintlayohuiltih huan ya mochahcoh. ”","","","to turn s.o.’s light off or to block their light with one’s body.","īxtzīntlayohuiliā,","IDIEZ"
"WHP-208702","māahhuiliā.","māahhuiliā.","tlach3.","nic. Macehualli quiquixtia iihyo huan quitlalhuilia imah ceyoc iteixmatcauh quemman quicocoa. “Esther quimaahhuilia ipipi iconeuh pampa momacuapachoh huan tzahtziticah. ”","","","to breathe on the hurting hand of s.o.’s relative.","māahhuiā, liā2.","IDIEZ"
"WHP-208703","lecuēniā.","lecuēniā.","tlach3.","nic. Macehualli, tecuani zo tlapiyalli quicuelpachoa ce tlamantli huan axcanah quicotona campa tlatzquihtoc. “Erica itotatah quemman chicahuiaya icuaxilouh zan quilecuenia icuayo pampa axcanah ahci. ”","# una persona, animal silvestre y animal domestico dobla una cosa y no lo quiebra. “el abuelo de Erika dobla el palo del plátano lo que esta macizo porque no llega  para agarrarlo es muy alto”.","","to bend s.t. without breaking it.","lecuēni, iā1.","IDIEZ"
"WHP-208704","lelemeca.","lelemeca.","tlach2.","Tlitl huahuapaca. “Amochmeh tlen quitlatih notatah zan onlelemecac. ”","# se prende el fuego. “esa basura se prende bonito porque esta bien seco”.","","for a fire to crackle.","lemēni (tlaomp. )","IDIEZ"
"WHP-208705","leletoca.","leletoca.","tlach1.","Cenyahtoc caquizti macehualli zo tlapiyalli iomiyo tlen quicocohtoc quemman quioholinia. “Nochocho leletoca imamolic pampa quemman cuecuetztzin eliyaya huetzqui ne caltlamachtihquetl huan momapoztecqui. ”","","","for an injured joint to make a continuous popping sound with movement.","letōni (tlaomp. )","IDIEZ"
"WHP-208706","māhuahhuapāhuiya.","māhuahhuapāhuiya.","tlach2.","Nouhquiya MAHHUAHHUAPĀHUIYA. ni. Macehualli zo tlapiyalli eli imah tlahuel huihhuipictic huan cecec quemman tlaceceya. “Noma quemman quiitzquia atl cecec pehua mahuahhuapahuiya. ”  ","","","for a person’s hands or an animals paws to go numb with cold.","māitl, huahhuapāhuiya.","IDIEZ"
"WHP-208707","mahhuahhuapāhuiya.","mahhuahhuapāhuiya.","tlach2.","Nouhquiya MĀHUAHHUAPĀHUIYA. ni. Macehualli zo tlapiyalli eli imah tlahuel huihhuipictic huan cecec quemman tlaceceya. “Noma tlahuel mahhuahhuapahuiya quemman tlececeya pampa momacocohtoc huan tequiti mohmoztlah. ”","","","for a person’s hands or an animals paws to go numb with cold.","māitl, huahhuapāhuiya.","IDIEZ"
"WHP-208708","teyōti.","teyōti.","tlach1.","Nouhquiya TEYŌTIYA. Momiaquilia ce tlamantli tlacualiztli quemman macehualli quichihchihuaya. “Quena teyotic notix meuhcatza quentzin nextamalli nicxamanih. ”","","","yield much (dough or food).","","IDIEZ"
"WHP-208709","tēnyōtic.","tēnyōtic.","quen.","Ce tlamantli tlacualiztli tlen momiaquilihtoc. “Quena tenyotic ni cintli pampa quemman tictenqueh pan cuachiquihuitl timomaahhuihqueh han nopa tlahuel cualli. ”","","","food or grain that has grown in quantity.","tēnyōtiya, cā.","IDIEZ"
"WHP-208710","māncaxhuēhuēyac.","māncaxhuēhuēyac.","quen.","Cotomitl imancax tlahuel huehueyac. “Gabriel icoton tlen quinequi moquentiz quemman monamictiz tlahuel mancaxhuehueyac huan naman inanan quicualtlaliz. ”","","","a shirt with long sleeves.","māncax, huēhuēyac.","IDIEZ"
"WHP-208711","tetonyō.","tetonyō.","tlap.","i. Cuaxilocuahuitl imacuayo campa tlatzquitoc zancehco miac cuaxilotl. “Itenan Martin tlen cacaahco nochipa quicohua cuaxilotl ica itetonyo pampa itetah axcanah quitoca imilliah. ”","","","the stem of a bunch of bananas.","tetomitl, yō.","IDIEZ"
"WHP-208712","māciohui.","māciohui.","tlach2.","ni. Macehualli cuati imah quemman quichihua ce tequitl zo quiitzquitoc ce tlamantli huahcauhtoc. “Notionan maciohui quemman quipalehuia notiotah quizaca tetl. ”","","","for one’s hands to get tired after working or grasping s.t. for a long time.","māitl, ciohui.","IDIEZ"
"WHP-208713","ti1.","ti1.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen axquipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi eli zo eli quence nopa tlatocaxtiliztli. Yeca, TLĀCATL, tlen huahcauhquiya quihtoznequiyaya “macehualli,” eli TLĀCATI, “Ehua ce iconeuh macehualli, tecuani zo tlapiyalli tlen itztoya inanan iihtico. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208714","ya1.","ya1.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen axquipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi eli zo eli quence nopa tlatocaxtiliztli. Yeca, YĀHUITL, “Ce tlamantli cintli tlen quieliltia macehualli; iixnezca yayahuic,” moompohuia huan eli YĀYĀHUIYĀ, “Mochiuhtiuh yayahuic ce tlamantli. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208715","ihui1.","ihui1.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen axquipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi eli zo eli quence nopa tlatocaxtiliztli. Yeca, HUAHCALLI, “Ce cuatecomitl zo tecomitl tlen olli; macehualli quitequihuia ica quicuiz atl canahya,” eli HUAHCALIHUI, “Eli quentzin ihtihuahcatlan ce tlamantli quemman quiquixtiliah tlen quipixtoc iihtico zo ipani. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208716","oā1.","oā1.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen axquipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi macehualli quitequihuia zo quichihua nopa tlatocaxtiliztli. Yeca, TLAXCALLI, “Tlamantli tlacualiztli yahyahualtic tlen macehualli quichihchihua ica cintli; quitiztoc huan quiixcatoc comalco,” eli TLAXCALOĀ, “Macehualli cihuatl tlatehteca ica imah. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208717","huiā1.","huiā1.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen quipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi macehualli quichihuilia zo quimaca ce tlamantli ce acahya zo ce tlapiyalli; zo quitlalhuilia ce tlamantli ce acahya, ce tlapiyalli zo ce tlenhueli. Yeca, ZOQUITL, “Tlalli atoltic,” eli ZOCOHUIĀ, “Macehualli, tecuani zo tlapiyalli quipoloa zoquitl zo tlalli ceyoc zo ce tlamantli. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208718","tla5.","tla5.","tlatzimpihuililli.","Quimanextia tlatocaxtiliztlahtolli zo tlapantiliztlahtolli itecoh tlen axtlamanextilli. “Zan tlahuilanteuhqui ne telpocatl, naman itztoc Mexco. ” “Tlaixpan tictlalqueh miac chichiquilli, etl, chocolatl huan miac tlamantli ilhuitzalan. ” ","","","non-specific possessor","","IDIEZ"
"WHP-208719","tla3.","tla3.","achi.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen axquipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi eli zo eli quence nopa tlatocaxtiliztli. Yeca, TLATL (huahcauhpatlahtolli tlen TLITL), “Tlamantli tlahuel totonic tlen quiza pan cuahuitl lementoc,” eli TLATLA, “Tlamantli tlen quitlalhuiliah tlitl cacatzihui huan mocuaptiuh cuanextli. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208720","hua1.","hua1.","tlatzompepecholli.","Quipatla tlatocaxtiliztli iyollo tlen motzompihuilia YŌ, pan ce tlachihualiztli tlen axcanah quipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi motlapachoa temi ica nopa tlatocaxtiliztli. Yeca, XŌCHITL, “Ce achi tlen ce tlamantli xihuitl; achtohui eli mimiltic huan teipan cueponi; oncah miac itlachiyaliz; eli zan campa quitocah,” eli XŌCHIYŌHUA, “Ce tlamantli cuahuitl zo xihuitl quiza ipiltlacca tlatlahco huan cueponi. ” Huan TĒMALLI, “Cocotl iayo. ” eli TĒMALLŌHUA, “Moixtlalia atl tetzactic huan quentzin xoxoctic pan ce cocotl, huan potehui. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208721","a2.","a2.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen axquipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi eli zo eli quence nopa tlatocaxtiliztli. Yeca, TLĀHUITL, “Ce tlamantli tlalli chichiltic tlen ica tlapayayah huahcauhquiya [Mc. 145r; K270],” eli TLĀHUIĀ, “Tonatiuh, metztli, citlalin, coquitl zo focoh tlamina. ”","","","verbalizing suffix","","IDIEZ"
"WHP-208722","a3.","a3.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen quipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi tlapacholli quitlalhuilia zo quiquixtilia ceyoc nopa tlatocaxtiliztli. Yeca, ĀXĪXTLI, “Quenhuac ce atl tlen quiquixtia macehualli, tlapiyalli zo tecuani quemman maxixa,” eli ĀXĪXA, “Macehualli, tecuani zo tlapiyalli quitequilia iaxix ceyoc zo ce tlenhueli. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208723","hui1.","hui1.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen axquipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi eli zo eli quence nopa tlatocaxtiliztli. Yeca, CĒTL, “Acetl [Mc. 18v],” eli CĒHUI, “Ceceya”, “Ayoccanah motequihuia tepoztli pampa yahqui tlahuilli. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208724","na1.","na1.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen quipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi macehualli quichihuilia zo quimaca ce tlamantli ce acahya zo ce tlapiyalli; zo quitlalhuilia ce tlamantli ce acahya, ce tlapiyalli zo ce tlenhueli. Yeca, MĪTL, “Cuahuitzoctli [Mc. 57r],” eli MĪNA2, “Macehualli quicomichoa ce acahya, ce tecuani, ce tlapiyalli zo ce tlamantli ica imahpil zo ica ce tlenhueli tlen yacahuitztic. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208725","oā3.","oā3.","tlatzompepecholli.","Quipatla ce tlachihualiztli tlen caztiah pan ce tlachihualiztli tlen nahuatl. PASEAR eli PAXALOĀ1. Macehualli yohui conitta ce acahya zo iteixmatca ichan. “Na nochipa nicpaxoa nopipi tlen itztoc Guadalajara.” 2. ācomoloā. mo. Canahya campa eli quentzin tlalhuahcatlan huan nopaya momana quemman tlaahuetzi. “Tlahuel moacomoloa ne nocacalica quemman tlaahuetzi, hueliz pampa tlahuel oncah cuatinih. ","","","verbalizing suffix.","","IDIEZ"
"WHP-208726","ti2.","ti2.","tlatzompepecholli.","Quipatla ce tlatocaxtiliztli pan ce tlachihualiztli tlen axquipiya tlacelihquetl. Yancuic tlahtolli quihtoznequi quipiya nopa tlatocaxtiliztli. Yeca, TEQUITL, “Nochi tlamantli tlen quichihua macehualli mohmoztla canahya tlen ica mopanoltihtiuh,” eli TEQUITI, “Macehualli quichihua ce tlamantli tlen ica mopanoltihtiuh mohmoztlah. ”","","","verbalizing suffix.","","IDIEZ"
"WHP-208727","tzahtzatzaztic.","tzahtzatzaztic.","quen.","Cohcoyoctic ce tlamantli amatl, xihuitl zo ceyoc tlenhueli. “Toctli tlen naman tlahuel tzahtzatzaztic pampa tlahuel itztoqueh ocuilimeh huan yeca quemelahua axcanah miac cintli oncaz. ”","","","a paper, leaf or other thing that is full of holes.","","IDIEZ"
"WHP-208728","tlahpiya.","tlahpiya.","tlach2.","ni. Macehualli tlamocuitlahuia imillah quemman tlaxiloquiza. “Na axnicamati nitlahpiyaz pampa nechtitlanih tlahuel yahuatzincotzin millah. ”","","","to watch over the cornfield when the spike appear on the plants.","tla1, ihpiya.","IDIEZ"
"WHP-208729","tlapatīxtoc.","tlapatīxtoc.","","Xiquitta TLAPATIYA. ","","","See TLAPATIYA.","","IDIEZ"
"WHP-208730","tlayēctli.","tlayēctli.","tlat.","Ce tlamantli tlen ayoccanah cuateuhyoh. “Eltocca tlayectli etl tlan ticnequi ticmanaz huan yainin ticcuazceh moztla. ”","","","s.t. that is no longer full of little specks of things.","tla7, yēctli.","IDIEZ"
"WHP-208731","māpāca1.","māpāca1.","tlach2.","nic. Macehualli quiquixtilia nexcuitlatl nextamalli pan ce tecomitl ica imah. “Notonanan quemman axcanah quicochcapaca inextamal yahuatzinco zan quimapaca. ”","","","to wash nixtamal with one’s hands.","māitl, pāca.","IDIEZ"
"WHP-208732","māpāca2.","māpāca2.","tlach1/2.","nic. Macehualli quinmahtequia icompahhuan tlen quimahcuiqueh iconeuh quemman mocuaaltih. “Tetahtzitzin quiihtoah monequi ticmapacaz motionan pampa tlan axticchihuaz quemman quinequiya miquiz motionan pehuaz matlatla. ”","","","to wash the hands of the godparents of one’s child.","māitl, pāca.","IDIEZ"
"WHP-208733","māpāquiliā.","māpāquiliā.","tlach3.","nic. Macehualli quimaxacualhuilia inextamal ceyoc pan ce tecomitl zo cobetah. “Notonanan nechmapaquiliyaya nonextamal pampa axacayaya noma huan na ayicanah nihueliyaya nicchihua. ”","","","to remove lime water from s.o. else’s nixtamal with one’s hands.","māpāca1, liā2.","IDIEZ"
